,Compound,Date,Negative,Neutral,Positive,Tweets Ago,User
416,-0.7579,Sun Nov 05 20:10:10 +0000 2017,0.698,0.302,0.0,17,CNN
417,-0.5106,Sun Nov 05 20:03:04 +0000 2017,0.628,0.26,0.112,18,CNN
418,0.0,Sun Nov 05 20:02:45 +0000 2017,1.0,0.0,0.0,19,CNN
419,0.0,Sun Nov 05 19:58:37 +0000 2017,1.0,0.0,0.0,20,CNN
420,0.0,Sun Nov 05 19:51:13 +0000 2017,1.0,0.0,0.0,21,CNN
421,0.0,Sun Nov 05 19:50:56 +0000 2017,1.0,0.0,0.0,22,CNN
422,-0.5574,Sun Nov 05 19:43:18 +0000 2017,0.833,0.167,0.0,23,CNN
423,0.6124,Sun Nov 05 19:43:12 +0000 2017,0.625,0.0,0.375,24,CNN
424,-0.6486,Sun Nov 05 19:39:11 +0000 2017,0.751,0.249,0.0,25,CNN
425,0.0,Sun Nov 05 19:38:18 +0000 2017,1.0,0.0,0.0,26,CNN
426,0.0,Sun Nov 05 19:35:39 +0000 2017,1.0,0.0,0.0,27,CNN
427,-0.4767,Sun Nov 05 19:23:58 +0000 2017,0.744,0.256,0.0,28,CNN
428,0.8225,Sun Nov 05 19:12:21 +0000 2017,0.648,0.0,0.352,29,CNN
429,-0.5574,Sun Nov 05 19:10:52 +0000 2017,0.816,0.184,0.0,30,CNN
430,-0.8402,Sun Nov 05 18:37:23 +0000 2017,0.667,0.333,0.0,31,CNN
431,-0.0834,Sun Nov 05 17:34:08 +0000 2017,0.652,0.184,0.164,32,CNN
432,0.25,Sun Nov 05 17:18:48 +0000 2017,0.9,0.0,0.1,33,CNN
433,0.0,Sun Nov 05 17:12:51 +0000 2017,1.0,0.0,0.0,34,CNN
434,-0.507,Sun Nov 05 17:07:23 +0000 2017,0.77,0.23,0.0,35,CNN
435,0.0,Sun Nov 05 17:02:28 +0000 2017,1.0,0.0,0.0,36,CNN
436,0.6115,Sun Nov 05 16:53:31 +0000 2017,0.818,0.0,0.182,37,CNN
437,0.0,Sun Nov 05 16:50:57 +0000 2017,1.0,0.0,0.0,38,CNN
438,0.0,Sun Nov 05 16:30:56 +0000 2017,1.0,0.0,0.0,39,CNN
439,0.0,Sun Nov 05 16:28:45 +0000 2017,1.0,0.0,0.0,40,CNN
440,0.34,Sun Nov 05 15:56:54 +0000 2017,0.854,0.0,0.146,41,CNN
441,0.6369,Sun Nov 05 15:44:19 +0000 2017,0.792,0.0,0.208,42,CNN
442,-0.3182,Sun Nov 05 15:43:25 +0000 2017,0.741,0.164,0.095,43,CNN
443,-0.4588,Sun Nov 05 15:41:28 +0000 2017,0.833,0.123,0.044,44,CNN
444,-0.8714,Sun Nov 05 15:09:32 +0000 2017,0.544,0.456,0.0,45,CNN
445,-0.8402,Sun Nov 05 14:50:00 +0000 2017,0.667,0.333,0.0,46,CNN
446,0.0,Sun Nov 05 14:34:48 +0000 2017,1.0,0.0,0.0,47,CNN
447,0.5256,Sun Nov 05 14:34:01 +0000 2017,0.606,0.133,0.261,48,CNN
448,0.0,Sun Nov 05 14:32:17 +0000 2017,1.0,0.0,0.0,49,CNN
449,0.0,Sun Nov 05 14:23:55 +0000 2017,1.0,0.0,0.0,50,CNN
450,0.4404,Sun Nov 05 14:20:01 +0000 2017,0.868,0.0,0.132,51,CNN
451,0.4927,Sun Nov 05 14:18:17 +0000 2017,0.849,0.0,0.151,52,CNN
452,0.0,Sun Nov 05 14:13:02 +0000 2017,1.0,0.0,0.0,53,CNN
453,0.4404,Sun Nov 05 14:09:18 +0000 2017,0.854,0.0,0.146,54,CNN
454,-0.4939,Sun Nov 05 14:06:33 +0000 2017,0.868,0.132,0.0,55,CNN
455,0.0,Sun Nov 05 14:01:04 +0000 2017,1.0,0.0,0.0,56,CNN
456,0.0,Sun Nov 05 13:57:17 +0000 2017,1.0,0.0,0.0,57,CNN
457,0.0,Sun Nov 05 13:46:44 +0000 2017,1.0,0.0,0.0,58,CNN
458,0.6115,Sun Nov 05 13:31:03 +0000 2017,0.818,0.0,0.182,59,CNN
459,0.0,Sun Nov 05 13:01:07 +0000 2017,1.0,0.0,0.0,60,CNN
460,-0.6597,Sun Nov 05 12:31:04 +0000 2017,0.747,0.253,0.0,61,CNN
461,-0.5423,Sun Nov 05 12:01:05 +0000 2017,0.811,0.189,0.0,62,CNN
462,0.0,Sun Nov 05 11:31:06 +0000 2017,1.0,0.0,0.0,63,CNN
463,0.0,Sun Nov 05 11:01:05 +0000 2017,1.0,0.0,0.0,64,CNN
464,0.0258,Sun Nov 05 10:31:01 +0000 2017,0.936,0.0,0.064,65,CNN
465,0.0,Sun Nov 05 10:01:04 +0000 2017,1.0,0.0,0.0,66,CNN
466,-0.743,Sun Nov 05 09:31:05 +0000 2017,0.645,0.272,0.082,67,CNN
467,0.0,Sun Nov 05 09:01:04 +0000 2017,1.0,0.0,0.0,68,CNN
468,-0.2263,Sun Nov 05 08:31:09 +0000 2017,0.808,0.192,0.0,69,CNN
469,-0.8885,Sun Nov 05 08:01:04 +0000 2017,0.644,0.356,0.0,70,CNN
470,0.2732,Sun Nov 05 07:31:06 +0000 2017,0.826,0.0,0.174,71,CNN
471,0.0,Sun Nov 05 07:01:05 +0000 2017,1.0,0.0,0.0,72,CNN
472,-0.507,Sun Nov 05 06:31:09 +0000 2017,0.77,0.23,0.0,73,CNN
473,0.2732,Sun Nov 05 06:01:05 +0000 2017,0.739,0.103,0.158,74,CNN
474,-0.8442,Sun Nov 05 04:31:03 +0000 2017,0.677,0.323,0.0,75,CNN
475,-0.128,Sun Nov 05 04:01:07 +0000 2017,0.739,0.14,0.121,76,CNN
476,0.0,Sun Nov 05 03:31:06 +0000 2017,1.0,0.0,0.0,77,CNN
477,0.0,Sun Nov 05 03:01:09 +0000 2017,1.0,0.0,0.0,78,CNN
478,-0.4767,Sun Nov 05 02:48:27 +0000 2017,0.763,0.237,0.0,79,CNN
479,0.4939,Sun Nov 05 02:47:23 +0000 2017,0.856,0.0,0.144,80,CNN
480,0.5859,Sun Nov 05 02:31:03 +0000 2017,0.774,0.0,0.226,81,CNN
481,-0.3612,Sun Nov 05 02:01:04 +0000 2017,0.783,0.217,0.0,82,CNN
482,0.2023,Sun Nov 05 01:31:05 +0000 2017,0.909,0.0,0.091,83,CNN
483,0.0,Sun Nov 05 01:22:49 +0000 2017,1.0,0.0,0.0,84,CNN
484,0.0,Sun Nov 05 01:01:07 +0000 2017,1.0,0.0,0.0,85,CNN
485,-0.4404,Sun Nov 05 00:31:04 +0000 2017,0.854,0.146,0.0,86,CNN
486,-0.4215,Sun Nov 05 00:02:33 +0000 2017,0.851,0.149,0.0,87,CNN
487,0.6249,Sat Nov 04 23:31:04 +0000 2017,0.814,0.0,0.186,88,CNN
488,0.0,Sat Nov 04 23:01:06 +0000 2017,1.0,0.0,0.0,89,CNN
489,-0.5499,Sat Nov 04 22:45:06 +0000 2017,0.754,0.246,0.0,90,CNN
490,-0.5994,Sat Nov 04 22:30:13 +0000 2017,0.822,0.178,0.0,91,CNN
491,0.25,Sat Nov 04 22:15:12 +0000 2017,0.9,0.0,0.1,92,CNN
492,0.0,Sat Nov 04 21:55:08 +0000 2017,1.0,0.0,0.0,93,CNN
493,-0.5859,Sat Nov 04 21:45:13 +0000 2017,0.566,0.307,0.127,94,CNN
494,-0.4588,Sat Nov 04 21:35:07 +0000 2017,0.769,0.231,0.0,95,CNN
495,0.3818,Sat Nov 04 21:24:31 +0000 2017,0.735,0.0,0.265,96,CNN
496,-0.6808,Sat Nov 04 21:08:50 +0000 2017,0.714,0.286,0.0,97,CNN
497,0.0,Sat Nov 04 20:56:07 +0000 2017,1.0,0.0,0.0,98,CNN
498,0.0,Sat Nov 04 20:44:13 +0000 2017,1.0,0.0,0.0,99,CNN
499,-0.5267,Sat Nov 04 20:30:33 +0000 2017,0.815,0.185,0.0,100,CNN
